시/군/구,연도,월,노선,시종점,일시,이용객수,시간범위
수원시,2024,5,900,경희대학교-보라매공원(중),주말,1262,21~22
수원시,2024,5,900,경희대학교-보라매공원(중),주말,819,22~23
수원시,2024,5,900,경희대학교-보라매공원(중),주말,616,23~24
수원시,2024,5,900,경희대학교-보라매공원(중),평일,374,00~01
수원시,2024,5,900,경희대학교-보라매공원(중),평일,129,01~02
수원시,2024,5,900,경희대학교-보라매공원(중),평일,184,04~05
수원시,2024,5,900,경희대학교-보라매공원(중),평일,482,05~06
수원시,2024,5,900,경희대학교-보라매공원(중),평일,780,06~07
수원시,2024,5,900,경희대학교-보라매공원(중),평일,2408,07~08
수원시,2024,5,900,경희대학교-보라매공원(중),평일,2807,08~09
수원시,2024,5,900,경희대학교-보라매공원(중),평일,1879,09~10
수원시,2024,5,900,경희대학교-보라매공원(중),평일,1266,10~11
수원시,2024,5,900,경희대학교-보라매공원(중),평일,1109,11~12
수원시,2024,5,900,경희대학교-보라매공원(중),평일,1183,12~13
수원시,2024,5,900,경희대학교-보라매공원(중),평일,1267,13~14
수원시,2024,5,900,경희대학교-보라매공원(중),평일,1228,14~15
수원시,2024,5,900,경희대학교-보라매공원(중),평일,1619,15~16
수원시,2024,5,900,경희대학교-보라매공원(중),평일,1679,16~17
수원시,2024,5,900,경희대학교-보라매공원(중),평일,2192,17~18
수원시,2024,5,900,경희대학교-보라매공원(중),평일,2744,18~19
수원시,2024,5,900,경희대학교-보라매공원(중),평일,1994,19~20
수원시,2024,5,900,경희대학교-보라매공원(중),평일,1359,20~21
수원시,2024,5,900,경희대학교-보라매공원(중),평일,1350,21~22
수원시,2024,5,900,경희대학교-보라매공원(중),평일,1124,22~23
수원시,2024,5,900,경희대학교-보라매공원(중),평일,532,23~24
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,283,00~01
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,28,01~02
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,7,04~05
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,224,05~06
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,510,06~07
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,809,07~08
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1274,08~09
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1331,09~10
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1413,10~11
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1562,11~12
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1695,12~13
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1756,13~14
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1747,14~15
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1778,15~16
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1910,16~17
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1915,17~18
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1820,18~19
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1497,19~20
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1297,20~21
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1340,21~22
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,1188,22~23
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,주말,775,23~24
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,270,00~01
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,8,01~02
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,12,04~05
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,320,05~06
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,931,06~07
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1710,07~08
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,2701,08~09
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1707,09~10
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1393,10~11
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1278,11~12
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1311,12~13
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1394,13~14
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1540,14~15
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1838,15~16
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,2427,16~17
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,2677,17~18
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,2641,18~19
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,2213,19~20
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1648,20~21
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1656,21~22
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,1619,22~23
수원시,2024,5,92-1,동탄차고지-성균관대역.고용노동부경기지청.율전성당,평일,800,23~24
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,176,00~01
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,18,01~02
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,1,04~05
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,98,05~06
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,195,06~07
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,461,07~08
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,675,08~09
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,800,09~10
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,935,10~11
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,1093,11~12
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,1217,12~13
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,1253,13~14
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,1038,14~15
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,1002,15~16
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,1298,16~17
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,1266,17~18
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,1213,18~19
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,798,19~20
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,839,20~21
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,872,21~22
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,874,22~23
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,주말,447,23~24
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,155,00~01
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,7,01~02
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,3,04~05
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,152,05~06
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,530,06~07
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1396,07~08
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,2209,08~09
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1382,09~10
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1003,10~11
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,905,11~12
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,948,12~13
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1113,13~14
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1093,14~15
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1536,15~16
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1894,16~17
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1835,17~18
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1894,18~19
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1493,19~20
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1068,20~21
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1133,21~22
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,1065,22~23
수원시,2024,6,13-1,수원남부버스공영차고지-금곡동강남아파트,평일,417,23~24
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,50,00~01
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,50,00~01
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,29,05~06
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,8,05~06
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,8,05~06
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,29,05~06
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,131,06~07
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,140,06~07
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,140,06~07
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,131,06~07
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,196,07~08
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,230,07~08
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,230,07~08
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,196,07~08
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,362,08~09
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,339,08~09
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,362,08~09
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,339,08~09
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,609,09~10
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,295,09~10
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,295,09~10
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,609,09~10
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,463,10~11
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,463,10~11
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,327,10~11
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,327,10~11
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,290,11~12
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,290,11~12
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,473,11~12
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,473,11~12
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,352,12~13
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,671,12~13
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,671,12~13
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,352,12~13
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,692,13~14
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,692,13~14
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,318,13~14
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,318,13~14
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,577,14~15
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,299,14~15
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,577,14~15
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,299,14~15
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,304,15~16
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,304,15~16
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,678,15~16
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,678,15~16
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,709,16~17
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,386,16~17
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,709,16~17
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,386,16~17
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,696,17~18
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,298,17~18
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,696,17~18
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,298,17~18
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,607,18~19
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,311,18~19
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,311,18~19
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,607,18~19
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,498,19~20
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,275,19~20
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,498,19~20
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,275,19~20
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,477,20~21
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,221,20~21
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,477,20~21
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,221,20~21
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,242,21~22
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,242,21~22
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,496,21~22
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,496,21~22
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,410,22~23
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,200,22~23
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,200,22~23
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,410,22~23
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,192,23~24
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,88,23~24
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,주말,88,23~24
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,주말,192,23~24
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,49,00~01
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,49,00~01
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,67,05~06
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,17,05~06
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,67,05~06
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,17,05~06
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,319,06~07
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,319,06~07
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,427,06~07
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,427,06~07
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,701,07~08
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,1411,07~08
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,701,07~08
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,1411,07~08
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,1693,08~09
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,945,08~09
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,945,08~09
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,1693,08~09
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,651,09~10
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,779,09~10
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,779,09~10
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,651,09~10
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,524,10~11
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,524,10~11
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,475,10~11
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,475,10~11
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,363,11~12
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,451,11~12
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,451,11~12
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,363,11~12
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,523,12~13
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,523,12~13
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,363,12~13
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,363,12~13
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,607,13~14
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,573,13~14
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,573,13~14
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,607,13~14
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,335,14~15
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,522,14~15
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,335,14~15
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,522,14~15
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,611,15~16
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,611,15~16
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,478,15~16
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,478,15~16
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,929,16~17
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,929,16~17
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,759,16~17
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,759,16~17
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,922,17~18
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,1018,17~18
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,1018,17~18
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,922,17~18
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,905,18~19
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,858,18~19
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,858,18~19
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,905,18~19
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,680,19~20
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,680,19~20
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,693,19~20
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,693,19~20
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,350,20~21
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,466,20~21
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,350,20~21
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,466,20~21
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,336,21~22
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,336,21~22
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,381,21~22
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,381,21~22
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,410,22~23
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,231,22~23
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,231,22~23
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,410,22~23
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,125,23~24
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,204,23~24
수원시,2024,6,2-1,수원남부버스공영차고지-진흥.천천푸르지오아파트,평일,204,23~24
수원시,2024,6,2-1,동원고(마을)-조원주공아파트,평일,125,23~24
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,20,00~01
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,20,00~01
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,141,05~06
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,4,05~06
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,4,05~06
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,141,05~06
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,64,06~07
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,89,06~07
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,89,06~07
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,64,06~07
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,128,07~08
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,49,07~08
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,128,07~08
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,49,07~08
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,90,08~09
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,139,08~09
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,90,08~09
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,139,08~09
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,175,09~10
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,286,09~10
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,286,09~10
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,175,09~10
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,178,10~11
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,178,10~11
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,259,10~11
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,259,10~11
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,356,11~12
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,150,11~12
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,150,11~12
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,356,11~12
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,117,12~13
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,314,12~13
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,117,12~13
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,314,12~13
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,403,13~14
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,403,13~14
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,164,13~14
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,164,13~14
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,373,14~15
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,164,14~15
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,373,14~15
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,164,14~15
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,173,15~16
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,173,15~16
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,319,15~16
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,319,15~16
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,199,16~17
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,199,16~17
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,347,16~17
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,347,16~17
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,448,17~18
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,448,17~18
수원시,2024,6,25,쌍용아파트-성균관대역(마을),주말,172,17~18
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,172,17~18
수원시,2024,6,25,이목동차고지.이목동입구-덕신상가,주말,241,18~19
